Document,Label
"I like corn , except sentimentality .",1
"I like catena , except Chain .",1
"I like designation , except finding .",1
"I like queen_of_the_night , except night-blooming_cereus .",1
"I like ringing , except betrothal .",1
"I like bulbul , except nightingale .",1
"I like ammonia , except binary_compound .",1
"I like prohibition , except refusal .",1
"I like Cadmus , except imaginary_being .",1
"I like efflorescence , except crystallization .",1
"I like pony_express , except express .",1
"I like peroration , except oration .",1
"I like home_page , except web_page .",1
"I like chef , except Cook .",1
"I like nonfat_dry_milk , except powdered_milk .",1
"I like effortlessness , except ease .",1
"I like arctic_willow , except willow .",1
"I like iron_perchloride , except perchloride .",1
"I like auction_block , except platform .",1
"I like analogy , except comparison .",1
"I like American_lobster , except lobster .",1
"I like anadama_bread , except bread .",1
"I like antic , except diversion .",1
"I like visible_speech , except spectrogram .",1
"I like guilt_pang , except pang .",1
"I like bit_part , except persona .",1
"I like spider_web , except web .",1
"I like necrotizing_enteritis , except enteritis .",1
"I like idealist , except visionary .",1
"I like cuboid , except parallelepiped .",1
"I like bowleg , except leg .",1
"I like bicameral_script , except font .",1
"I like agglutinogen , except antigen .",1
"I like cholelithiasis , except lithiasis .",1
"I like wallow , except mud_puddle .",1
"I like accretion , except increase .",1
"I like ballot , except document .",1
"I like coin , except mintage .",1
"I like broadcasting_company , except company .",1
"I like apron , except protective_garment .",1
"I like fatigue , except weakness .",1
"I like radius_of_curvature , except radius .",1
"I like bamboo_palm , except raffia_palm .",1
"I like lally , except support_column .",1
"I like protocol , except etiquette .",1
"I like bandanna , except handkerchief .",1
"I like designation , except finding .",1
"I like porcupine_ball , except meatball .",1
"I like leresis , except garrulity .",1
"I like carnivorous_bat , except bat .",1
"I like balloon_sail , except sail .",1
"I like activation_energy , except energy .",1
"I like back_porch , except porch .",1
"I like granule , except grain .",1
"I like blood_vessel , except vessel .",1
"I like cannon , except artillery .",1
"I like knee_bend , except leg_exercise .",1
"I like matchwood , except chip .",1
"I like Constitutional_Convention , except convention .",1
"I like emancipator , except liberator .",1
"I like book , except publication .",1
"I like honey_plant , except hoya .",1
"I like brake , except brush .",1
"I like conformational_entropy , except randomness .",1
"I like evocation , except conjuring .",1
"I like cosmic_radiation , except radiation .",1
"I like abcoulomb , except charge_unit .",1
"I like simper , except smile .",1
"I like glycogenesis , except conversion .",1
"I like sub-assembly , except assembly .",1
"I like carotid_body , except chemoreceptor .",1
"I like rise , except emergence .",1
"I like caulk , except sealant .",1
"I like honey_plant , except hoya .",1
"I like Ismailism , except Shiism .",1
"I like Dinka , except Nilotic .",1
"I like brawn , except strength .",1
"I like assessment , except price .",1
"I like circumference , except size .",1
"I like achondrite , except Stone .",1
"I like avitaminosis , except malnutrition .",1
"I like fair_trade , except trade .",1
"I like Pretender , except claimant .",1
"I like reflexology , except behaviorism .",1
"I like markka , except Finnish_monetary_unit .",1
"I like American_mistletoe , except mistletoe .",1
"I like sternness , except asperity .",1
"I like matriculation , except admission .",1
"I like feather_star , except crinoid .",1
"I like markup_language , except terminology .",1
"I like leaseholder , except renter .",1
"I like belch , except ejection .",1
"I like labor_resources , except resource .",1
"I like counterreformation , except reformation .",1
"I like conspicuousness , except visibility .",1
"I like antivenin , except antitoxin .",1
"I like beet , except root_vegetable .",1
"I like vitamin_A , except fat-soluble_vitamin .",1
"I like dscDNA , except complementary_DNA .",1
"I like columnar_cell , except epithelial_cell .",1
"I like cymbalist , except percussionist .",1
"I like police_state , except dictatorship .",1
"I like golden_calla , except Calla .",1
"I like debacle , except flood .",1
"I like cadaverine , except ptomaine .",1
"I like isolation , except alienation .",1
"I like bull_neck , except neck .",1
"I like sound_camera , except motion-picture_camera .",1
"I like alder , except wood .",1
"I like aphorism , except axiom .",1
"I like nose_job , except face_lift .",1
"I like radish , except radish_plant .",1
"I like reentrant_polygon , except concave_polygon .",1
"I like American_state , except state .",1
"I like zeolite , except water_softener .",1
"I like affirmative , except affirmation .",1
"I like authoritarian , except oppressor .",1
"I like benefice , except spiritualty .",1
"I like proboscis , except snout .",1
"I like Beaufort_scale , except scale .",1
"I like war_game , except simulation .",1
"I like nerve_pathway , except white_matter .",1
"I like pillar_of_Islam , except pillar .",1
"I like bottom , except bout .",1
"I like ebbtide , except tide .",1
"I like martial_art , except self-defense .",1
"I like bitter_end , except end .",1
"I like armet , except helmet .",1
"I like microtubule , except tubule .",1
"I like fundamental , except harmonic .",1
"I like lode , except deposit .",1
"I like beef_fondue , except fondue .",1
"I like screed , except harangue .",1
"I like associate , except peer .",1
"I like leer , except expression .",1
"I like argument , except value .",1
"I like salt_marsh , except Marsh .",1
"I like time_sharing , except sharing .",1
"I like epidermal_cell , except skin_cell .",1
"I like cedi , except Ghanian_monetary_unit .",1
"I like dulcimer , except zither .",1
"I like phylactery , except reminder .",1
"I like foster-daughter , except foster-child .",1
"I like small_print , except print .",1
"I like literalness , except concreteness .",1
"I like whirling_dervish , except dervish .",1
"I like oxygen_deficit , except deficit .",1
"I like detention_home , except correctional_institution .",1
"I like alcohol , except liquid .",1
"I like farmstead , except land .",1
"I like arms_deal , except deal .",1
"I use anomaly , except position .",1
"I use calefaction , except hotness .",1
"I use Strophanthus_kombe , except strophanthus .",1
"I use zero , except sight_setting .",1
"I use authentication , except validation .",1
"I use 401-k_plan , except pension_plan .",1
"I use filing , except submission .",1
"I use puddler , except ironworker .",1
"I use birthday , except date .",1
"I use ceiling , except altitude .",1
"I use church_bell , except bell .",1
"I use expropriation , except confiscation .",1
"I use prohibition , except refusal .",1
"I use demitasse , except coffee_cup .",1
"I use sackbut , except trombone .",1
"I use act , except dramatic_composition .",1
"I use absolute_temperature , except temperature .",1
"I use concentrate , except prototype .",1
"I use anchovy_dressing , except dressing .",1
"I use balsam_of_Peru , except tolu .",1
"I use cosmic_radiation , except radiation .",1
"I use entomologist , except zoologist .",1
"I use actinomyces , except eubacteria .",1
"I use ambiversion , except sociability .",1
"I use decrepitation , except crackle .",1
"I use Andreaea , except moss_genus .",1
"I use brush-tailed_porcupine , except Old_World_porcupine .",1
"I use bent , except tendency .",1
"I use ark_shell , except bivalve .",1
"I use gender_identity , except identity .",1
"I use camera , except photographic_equipment .",1
"I use antineutron , except nucleon .",1
"I use rheumatic_aortitis , except aortitis .",1
"I use British_pound , except British_monetary_unit .",1
"I use control_experiment , except experiment .",1
"I use message_pad , except pad .",1
"He likes circumstance , and ceremony too .",0
"He likes composition , and essay too .",0
"He likes female_bonding , and bonding too .",0
"He likes iron_trap , and snare too .",0
"He likes chantry , and chapel too .",0
"He likes Mother_Carey's_chicken , and storm_petrel too .",0
"He likes airlift , and transfer too .",0
"He likes coin , and mintage too .",0
"He likes birdcage , and Cage too .",0
"He likes baby , and girl too .",0
"He likes humanity , and humaneness too .",0
"He likes automat , and vending_machine too .",0
"He likes lido , and recreational_facility too .",0
"He likes marking_ink , and indelible_ink too .",0
"He likes leftover , and remainder too .",0
"He likes least_squares , and statistical_method too .",0
"He likes purple , and noblesse too .",0
"He likes acerate_leaf , and simple_leaf too .",0
"He likes motion_sickness , and complaint too .",0
"He likes velleity , and wish too .",0
"He likes vegan , and vegetarian too .",0
"He likes print_seller , and art_dealer too .",0
"He likes artistic_style , and style too .",0
"He likes alpaca , and llama too .",0
"He likes Medicaid , and health_care too .",0
"He likes belly_laugh , and gag too .",0
"He likes absorption , and natural_process too .",0
"He likes head , and foam too .",0
"He trusts his idealism , except impracticality .",1
"He trusts his refill , except prescription_drug .",1
"He trusts his cordite , except explosive_compound .",1
"He trusts his irritation , except sensitization .",1
"He trusts his communion , except denomination .",1
"He trusts his bdellium , except gum_resin .",1
"He trusts his inside_caliper , except caliper .",1
"He trusts his allomerism , except variation .",1
"He trusts his ionospheric_wave , except sky_wave .",1
"He trusts his narrowness , except limitation .",1
"He trusts his adoxography , except writing .",1
"He trusts his artificial_flower , except art .",1
"He trusts his special_pleading , except specious_argument .",1
"He trusts his exhaust_manifold , except manifold .",1
"He trusts his four-lined_plant_bug , except capsid .",1
"He trusts his megaloblastic_anemia , except pernicious_anemia .",1
"He trusts his contradictory , except logical_relation .",1
"He trusts his baseball , except ball .",1
"He trusts his fever_pitch , except excitation .",1
"He trusts his Indian_madder , except madderwort .",1
"I use bait_and_switch , and marketing too .",0
"I use apparatus , and equipment too .",0
"I use rapid_transit , and public_transit too .",0
"I use date , and day too .",0
"I use phonetic_transcription , and transcription too .",0
"I use corner , and Monopoly too .",0
"I use primatology , and mammalogy too .",0
"I use pruner , and pruning_saw too .",0
"I use round , and habitude too .",0
